timestamp,Open,High,Low,Close,Volume
2025-01-01 00:00:00,1.1004967141530113,1.1007165490141477,1.0999088086628417,1.101523029856408,141
2025-01-01 00:05:00,1.1002625607782879,1.100714506478606,1.1001872690041004,1.1022904645855611,432
2025-01-01 00:10:00,1.099793086392353,1.1002360538550857,1.0995234299305476,1.1018247348319907,332
2025-01-01 00:15:00,1.100035048663919,1.1004231954592927,1.0995667953608905,1.1012624473027497,169
2025-01-01 00:20:00,1.0990222175435846,1.0995249955291766,1.0979023217284016,1.0998501436014145,466
2025-01-01 00:25:00,1.1004878663125062,1.100671377521822,1.0997663086679172,1.098425395415201,115
2025-01-01 00:30:00,1.099943483587981,1.1014847646755528,1.0998898101767556,1.0988010934335468,168
2025-01-01 00:35:00,1.0993428448980622,1.0995435597277459,1.0985671560375574,1.1006533716180558,152
2025-01-01 00:40:00,1.0993293476733244,1.0996512836788785,1.0992164267563056,1.0994325279680845,272
2025-01-01 00:45:00,1.099538211268329,1.1000937838759313,1.0988624375411968,1.0996293892039537,361
2025-01-01 00:50:00,1.1002766778483244,1.1004717741536272,1.0996780945519793,1.0993282855083644,478
2025-01-01 00:55:00,1.098798155857957,1.0993602038053076,1.0979616610065344,1.1003854077345834,388
2025-01-01 01:00:00,1.0991417741475256,1.099683572419862,1.0988312067481274,1.100000325454167,114
2025-01-01 01:05:00,1.0984648521472196,1.0989840451657993,1.0979933704609948,1.1009316055732832,369
2025-01-01 01:10:00,1.097625634623997,1.0986785627961786,1.0968869483436816,1.1019071507004057,266
2025-01-01 01:15:00,1.0971464603861516,1.0975285395361176,1.0966409118833582,1.100710944076325,162
2025-01-01 01:20:00,1.0979589862085457,1.098354160712892,1.0973219563869123,1.1017144769742169,360
2025-01-01 01:25:00,1.0983206222335935,1.098405421071791,1.0978456012934605,1.103252513540683,220
2025-01-01 01:30:00,1.0982847961944835,1.0985471305847663,1.0975222433739764,1.1040744160450582,445
2025-01-01 01:35:00,1.0983718432627216,1.0987524394490724,1.0983052600180403,1.1020868471304572,339
2025-01-01 01:40:00,1.098152171374884,1.0989052128300851,1.0979846083083473,1.1015685769121837,206
2025-01-01 01:45:00,1.097343677771991,1.0975525553344514,1.0971613768701385,1.1018973280218434,279
2025-01-01 01:50:00,1.0968139175682239,1.0976994459693925,1.0960748256004045,1.1028659730123762,115
2025-01-01 01:55:00,1.0961118644743466,1.0964636926630043,1.0952449809293425,1.101402458064244,454
2025-01-01 02:00:00,1.0964079847514112,1.096729007297358,1.0959781372257624,1.101167870930869,408
2025-01-01 02:05:00,1.0949926140093607,1.0952453106974709,1.0944443014872869,1.1003655936616472,314
2025-01-01 02:10:00,1.0948313282976947,1.0948567851454625,1.0944034606372643,1.1005401714744791,176
2025-01-01 02:15:00,1.0950888786884174,1.0951740791854485,1.0948514003361567,1.10051365759903,324
2025-01-01 02:20:00,1.0951491088983585,1.0960920412072905,1.0947421230004133,1.1008152049413635,192
2025-01-01 02:25:00,1.0951143971286532,1.0953006782689387,1.0948094457751787,1.1015671379740504,280
2025-01-01 02:30:00,1.0959054290756962,1.0962461048789138,1.095182623975308,1.1001652869112581,273
2025-01-01 02:35:00,1.0964922861694966,1.0968218160147538,1.09647207169958,1.0995989891816553,453
2025-01-01 02:40:00,1.0965919375345843,1.0968917268484912,1.096205600839254,1.0996675521564614,453
2025-01-01 02:45:00,1.095529633820858,1.0959598874841106,1.095136484705408,1.1012174865614788,318
2025-01-01 02:50:00,1.0947463805285218,1.0950487209535855,1.0944263524880053,1.099986622245045,242
2025-01-01 02:55:00,1.094973840463126,1.0960173750859807,1.0941297619366745,1.1001712561035772,414
2025-01-01 03:00:00,1.0952337232573743,1.0953807848475625,1.0950505595156037,1.098850799490493,492
